film_id,name,city,rental_count
743,Animation,Woodridge,14
805,Animation,Woodridge,14
849,Animation,Woodridge,14
880,Animation,Woodridge,14
800,Horror,Woodridge,14
78,Animation,Lethbridge,14
241,Animation,Lethbridge,14
890,Sports,Woodridge,14
730,New,Lethbridge,14
920,New,Lethbridge,14
898,Sports,Lethbridge,14
816,Animation,Lethbridge,14
745,Sports,Lethbridge,14
374,Sci-Fi,Lethbridge,14
609,Travel,Lethbridge,14
394,Sci-Fi,Lethbridge,14
347,Travel,Lethbridge,14
91,Classics,Woodridge,14
190,Classics,Woodridge,14
266,Classics,Woodridge,14
341,Classics,Woodridge,14
471,Classics,Woodridge,14
580,New,Lethbridge,14
445,Classics,Lethbridge,14
652,Classics,Lethbridge,14
694,Classics,Lethbridge,14
891,Classics,Lethbridge,14
443,Comedy,Woodridge,14
555,Comedy,Woodridge,14
756,Comedy,Woodridge,14
51,Music,Woodridge,14
502,Comedy,Lethbridge,14
625,Sci-Fi,Woodridge,14
774,Comedy,Lethbridge,14
129,Documentary,Woodridge,14
164,Documentary,Woodridge,14
457,Documentary,Woodridge,14
575,Documentary,Woodridge,14
73,Sci-Fi,Lethbridge,14
629,Documentary,Woodridge,14
650,Documentary,Woodridge,14
698,Documentary,Woodridge,14
734,Documentary,Woodridge,14
234,Sci-Fi,Lethbridge,14
973,Documentary,Woodridge,14
992,Documentary,Woodridge,14
142,Documentary,Lethbridge,14
219,Documentary,Lethbridge,14
277,Horror,Lethbridge,14
670,Documentary,Lethbridge,14
233,Travel,Lethbridge,14
22,New,Lethbridge,14
378,Music,Woodridge,14
25,New,Lethbridge,14
645,Travel,Lethbridge,14
379,Drama,Woodridge,14
403,Drama,Woodridge,14
783,Travel,Lethbridge,14
313,Horror,Lethbridge,14
709,Drama,Woodridge,14
771,Drama,Woodridge,14
856,Horror,Woodridge,14
426,Music,Woodridge,14
979,Drama,Woodridge,14
143,Drama,Lethbridge,14
504,Drama,Lethbridge,14
724,Family,Woodridge,14
745,Sports,Woodridge,14
946,Family,Woodridge,14
273,Family,Lethbridge,14
621,Family,Lethbridge,14
81,Sci-Fi,Lethbridge,14
810,Family,Lethbridge,14
832,Family,Lethbridge,14
174,Music,Lethbridge,14
24,Horror,Lethbridge,14
493,Foreign,Woodridge,14
595,Foreign,Woodridge,14
455,Foreign,Lethbridge,14
460,Foreign,Lethbridge,14
319,Sci-Fi,Woodridge,14
546,Games,Woodridge,14
596,Games,Woodridge,14
200,Games,Lethbridge,14
835,Games,Lethbridge,14
840,Games,Lethbridge,14
434,Travel,Woodridge,14
301,Horror,Woodridge,14
658,Horror,Woodridge,14
115,Action,Woodridge,13
395,Action,Woodridge,13
307,Travel,Lethbridge,13
54,Music,Lethbridge,13
911,Action,Woodridge,13
19,Action,Lethbridge,13
711,Sci-Fi,Woodridge,13
863,Sci-Fi,Lethbridge,13
501,Action,Lethbridge,13
936,Music,Woodridge,13
579,Action,Lethbridge,13
748,Action,Lethbridge,13
647,Music,Woodridge,13
577,Sports,Lethbridge,13
78,Animation,Woodridge,13
134,Animation,Woodridge,13
245,Animation,Woodridge,13
300,Animation,Woodridge,13
314,Animation,Woodridge,13
430,Animation,Woodridge,13
456,Animation,Woodridge,13
892,Animation,Woodridge,13
415,Horror,Lethbridge,13
35,Horror,Lethbridge,13
18,Animation,Lethbridge,13
118,Animation,Lethbridge,13
994,New,Lethbridge,13
255,Music,Lethbridge,13
986,Animation,Lethbridge,13
191,Children,Woodridge,13
328,Children,Woodridge,13
397,Sci-Fi,Woodridge,13
356,Children,Woodridge,13
307,Travel,Woodridge,13
608,Children,Woodridge,13
786,Children,Woodridge,13
833,Children,Woodridge,13
873,Children,Woodridge,13
354,Children,Lethbridge,13
573,Children,Lethbridge,13
735,Children,Lethbridge,13
993,Children,Lethbridge,13
116,Classics,Woodridge,13
487,Classics,Woodridge,13
321,New,Lethbridge,13
554,Classics,Woodridge,13
578,Classics,Woodridge,13
263,Sports,Woodridge,13
773,Sports,Woodridge,13
828,Classics,Woodridge,13
554,Classics,Lethbridge,13
220,Music,Lethbridge,13
604,Comedy,Woodridge,13
235,Sci-Fi,Woodridge,13
814,Comedy,Woodridge,13
906,Comedy,Woodridge,13
202,Comedy,Lethbridge,13
4,Horror,Lethbridge,13
765,Comedy,Lethbridge,13
270,New,Woodridge,13
518,Travel,Woodridge,13
274,Documentary,Woodridge,13
616,Documentary,Woodridge,13
551,New,Woodridge,13
153,Sci-Fi,Lethbridge,13
72,Documentary,Lethbridge,13
96,New,Lethbridge,13
296,Sci-Fi,Lethbridge,13
336,Documentary,Lethbridge,13
434,Travel,Lethbridge,13
698,Documentary,Lethbridge,13
945,Documentary,Lethbridge,13
948,New,Woodridge,13
397,Sci-Fi,Lethbridge,13
625,Sci-Fi,Lethbridge,13
723,Sci-Fi,Lethbridge,13
790,Drama,Woodridge,13
893,Sci-Fi,Lethbridge,13
98,Drama,Lethbridge,13
204,Drama,Lethbridge,13
209,Drama,Lethbridge,13
254,Sports,Woodridge,13
728,Drama,Lethbridge,13
772,Drama,Lethbridge,13
803,Drama,Lethbridge,13
818,Drama,Lethbridge,13
882,Drama,Lethbridge,13
71,Family,Woodridge,13
145,Family,Woodridge,13
639,Family,Woodridge,13
83,Family,Lethbridge,13
139,Family,Lethbridge,13
213,Family,Lethbridge,13
841,Sports,Woodridge,13
617,Family,Lethbridge,13
27,Sports,Lethbridge,13
736,Family,Lethbridge,13
753,Family,Lethbridge,13
867,Family,Lethbridge,13
263,Sports,Lethbridge,13
804,Horror,Lethbridge,13
284,Music,Lethbridge,13
11,Foreign,Lethbridge,13
112,Foreign,Lethbridge,13
290,Foreign,Lethbridge,13
177,Sci-Fi,Woodridge,13
562,Music,Lethbridge,13
540,Music,Lethbridge,13
631,Sports,Lethbridge,13
661,Foreign,Lethbridge,13
733,Sports,Lethbridge,13
689,Foreign,Lethbridge,13
705,Foreign,Lethbridge,13
845,Foreign,Lethbridge,13
929,Foreign,Lethbridge,13
764,Sports,Lethbridge,13
773,Sports,Lethbridge,13
200,Games,Woodridge,13
281,Games,Woodridge,13
387,Games,Woodridge,13
563,Games,Woodridge,13
597,Games,Woodridge,13
449,Sci-Fi,Woodridge,13
762,Games,Woodridge,13
835,Games,Woodridge,13
922,Horror,Woodridge,13
646,Games,Lethbridge,13
807,Games,Lethbridge,13
34,Horror,Woodridge,13
65,Horror,Woodridge,13
258,Horror,Woodridge,13
593,Horror,Woodridge,13
665,Horror,Woodridge,13
702,Horror,Woodridge,13
21,Action,Woodridge,12
637,Sci-Fi,Woodridge,12
132,Sci-Fi,Lethbridge,12
234,Sci-Fi,Woodridge,12
586,Action,Woodridge,12
285,Sci-Fi,Lethbridge,12
212,Action,Lethbridge,12
586,Action,Lethbridge,12
697,Action,Lethbridge,12
668,Sports,Woodridge,12
825,Action,Lethbridge,12
850,Action,Lethbridge,12
89,Animation,Woodridge,12
138,Sci-Fi,Woodridge,12
243,Animation,Woodridge,12
330,Animation,Woodridge,12
465,New,Woodridge,12
461,Animation,Woodridge,12
564,Animation,Woodridge,12
977,Travel,Woodridge,12
785,Travel,Lethbridge,12
881,Horror,Woodridge,12
506,Horror,Lethbridge,12
113,Sports,Woodridge,12
245,Animation,Lethbridge,12
933,New,Lethbridge,12
93,New,Woodridge,12
496,Travel,Woodridge,12
468,Children,Woodridge,12
980,Music,Lethbridge,12
930,Sci-Fi,Woodridge,12
538,New,Woodridge,12
244,Music,Woodridge,12
59,Children,Lethbridge,12
720,New,Woodridge,12
305,New,Woodridge,12
344,Children,Lethbridge,12
786,Children,Lethbridge,12
864,Children,Lethbridge,12
928,Children,Lethbridge,12
184,Classics,Woodridge,12
249,Classics,Woodridge,12
445,Classics,Woodridge,12
10,Sports,Woodridge,12
843,Classics,Woodridge,12
519,Sports,Woodridge,12
879,Music,Woodridge,12
471,Classics,Lethbridge,12
159,Comedy,Woodridge,12
388,Comedy,Woodridge,12
69,Sci-Fi,Woodridge,12
890,Sports,Lethbridge,12
388,Comedy,Lethbridge,12
413,Comedy,Lethbridge,12
444,Comedy,Lethbridge,12
638,Comedy,Lethbridge,12
657,Comedy,Lethbridge,12
602,Sci-Fi,Woodridge,12
857,Comedy,Lethbridge,12
863,Sci-Fi,Woodridge,12
3,Documentary,Woodridge,12
295,Documentary,Woodridge,12
576,Documentary,Woodridge,12
670,Documentary,Woodridge,12
776,Documentary,Woodridge,12
931,Travel,Woodridge,12
1,Documentary,Lethbridge,12
199,Documentary,Lethbridge,12
206,Documentary,Lethbridge,12
677,New,Woodridge,12
412,Documentary,Lethbridge,12
79,Drama,Woodridge,12
585,Drama,Woodridge,12
897,Drama,Woodridge,12
944,Drama,Woodridge,12
766,Drama,Lethbridge,12
958,Drama,Lethbridge,12
5,Family,Woodridge,12
43,Family,Woodridge,12
323,Sports,Woodridge,12
619,Sports,Woodridge,12
315,Family,Woodridge,12
534,Family,Woodridge,12
715,Family,Woodridge,12
727,Family,Woodridge,12
813,Sports,Woodridge,12
43,Family,Lethbridge,12
80,Family,Lethbridge,12
39,Sci-Fi,Woodridge,12
147,Family,Lethbridge,12
345,Family,Lethbridge,12
377,Family,Lethbridge,12
682,Family,Lethbridge,12
778,Family,Lethbridge,12
15,Foreign,Woodridge,12
291,Sports,Lethbridge,12
26,Sci-Fi,Woodridge,12
311,Foreign,Woodridge,12
460,Foreign,Woodridge,12
581,Music,Lethbridge,12
49,Sci-Fi,Woodridge,12
821,Foreign,Woodridge,12
463,Sports,Lethbridge,12
207,Foreign,Lethbridge,12
140,Sci-Fi,Woodridge,12
376,Foreign,Lethbridge,12
531,Foreign,Lethbridge,12
533,Foreign,Lethbridge,12
367,Sci-Fi,Woodridge,12
614,Games,Woodridge,12
88,Travel,Woodridge,12
861,Games,Woodridge,12
86,Music,Woodridge,12
387,Games,Lethbridge,12
408,Games,Lethbridge,12
919,Games,Lethbridge,12
949,Games,Lethbridge,12
222,Horror,Woodridge,12
570,Sports,Woodridge,11
105,Action,Woodridge,11
877,Music,Lethbridge,11
210,Action,Woodridge,11
155,New,Woodridge,11
250,Action,Woodridge,11
252,Action,Woodridge,11
342,Travel,Lethbridge,11
292,Action,Woodridge,11
819,Music,Lethbridge,11
823,Action,Woodridge,11
56,Action,Lethbridge,11
75,Travel,Woodridge,11
97,Action,Lethbridge,11
856,Horror,Lethbridge,11
286,Travel,Woodridge,11
162,Action,Lethbridge,11
251,New,Woodridge,11
252,Action,Lethbridge,11
57,Travel,Lethbridge,11
530,Action,Lethbridge,11
542,Action,Lethbridge,11
823,Action,Lethbridge,11
160,Animation,Woodridge,11
972,Sci-Fi,Woodridge,11
804,Horror,Woodridge,11
692,Animation,Woodridge,11
696,Animation,Woodridge,11
967,Sci-Fi,Lethbridge,11
901,Animation,Woodridge,11
963,Animation,Woodridge,11
23,Animation,Lethbridge,11
193,Animation,Lethbridge,11
583,Animation,Lethbridge,11
644,Animation,Lethbridge,11
820,Animation,Lethbridge,11
114,Sci-Fi,Woodridge,11
880,Animation,Lethbridge,11
886,Animation,Lethbridge,11
763,Sports,Lethbridge,11
123,Travel,Woodridge,11
509,Children,Woodridge,11
761,Children,Woodridge,11
918,Children,Woodridge,11
999,Children,Woodridge,11
149,Children,Lethbridge,11
280,Children,Lethbridge,11
370,Children,Lethbridge,11
392,Children,Lethbridge,11
846,New,Woodridge,11
424,Children,Lethbridge,11
755,Children,Lethbridge,11
853,Children,Lethbridge,11
889,Children,Lethbridge,11
462,Music,Woodridge,11
187,Sports,Woodridge,11
319,Sci-Fi,Lethbridge,11
346,Classics,Woodridge,11
358,Classics,Woodridge,11
469,Classics,Woodridge,11
484,Classics,Woodridge,11
512,Classics,Woodridge,11
633,Classics,Woodridge,11
37,Classics,Lethbridge,11
60,Classics,Lethbridge,11
681,Sports,Woodridge,11
266,Classics,Lethbridge,11
782,Sports,Woodridge,11
12,Music,Lethbridge,11
851,Sports,Woodridge,11
525,Classics,Lethbridge,11
806,New,Lethbridge,11
611,Classics,Lethbridge,11
663,Classics,Lethbridge,11
843,Classics,Lethbridge,11
899,Classics,Lethbridge,11
951,Classics,Lethbridge,11
970,Classics,Lethbridge,11
242,Comedy,Woodridge,11
385,Comedy,Woodridge,11
524,Comedy,Woodridge,11
857,Comedy,Woodridge,11
317,Comedy,Lethbridge,11
324,Comedy,Lethbridge,11
555,Comedy,Lethbridge,11
158,Music,Woodridge,11
905,Comedy,Lethbridge,11
1,Documentary,Woodridge,11
95,New,Woodridge,11
199,Documentary,Woodridge,11
412,Documentary,Woodridge,11
627,Documentary,Woodridge,11
165,Sci-Fi,Lethbridge,11
981,Travel,Woodridge,11
587,Documentary,Lethbridge,11
848,Travel,Lethbridge,11
888,Documentary,Lethbridge,11
64,Drama,Woodridge,11
473,Drama,Woodridge,11
521,Drama,Woodridge,11
683,Drama,Woodridge,11
831,Sci-Fi,Lethbridge,11
827,Drama,Woodridge,11
218,Drama,Lethbridge,11
972,Sci-Fi,Lethbridge,11
283,New,Lethbridge,11
666,Drama,Lethbridge,11
790,Drama,Lethbridge,11
429,Sports,Woodridge,11
175,Family,Woodridge,11
231,Family,Woodridge,11
797,Music,Woodridge,11
269,Family,Woodridge,11
273,Family,Woodridge,11
551,New,Lethbridge,11
458,Family,Woodridge,11
700,Family,Woodridge,11
729,Sports,Woodridge,11
10,Sports,Lethbridge,11
710,Family,Lethbridge,11
11,Foreign,Woodridge,11
104,Foreign,Woodridge,11
170,Foreign,Woodridge,11
380,Foreign,Woodridge,11
500,Foreign,Woodridge,11
623,Foreign,Woodridge,11
640,Foreign,Woodridge,11
6,Foreign,Lethbridge,11
363,Music,Lethbridge,11
500,Foreign,Lethbridge,11
298,Sci-Fi,Woodridge,11
46,Games,Woodridge,11
782,Sports,Lethbridge,11
350,Sci-Fi,Woodridge,11
302,Games,Woodridge,11
352,Games,Woodridge,11
556,Games,Woodridge,11
746,Games,Woodridge,11
941,Games,Woodridge,11
215,Games,Lethbridge,11
227,Games,Lethbridge,11
257,Travel,Woodridge,11
167,Travel,Woodridge,11
306,Games,Lethbridge,11
17,Music,Woodridge,11
483,Games,Lethbridge,11
556,Games,Lethbridge,11
614,Games,Lethbridge,11
924,Sci-Fi,Woodridge,11
35,Horror,Woodridge,11
303,Action,Woodridge,10
417,Action,Woodridge,10
574,Action,Woodridge,10
270,New,Lethbridge,10
601,Travel,Lethbridge,10
991,Action,Woodridge,10
21,Action,Lethbridge,10
29,Action,Lethbridge,10
77,New,Lethbridge,10
292,Action,Lethbridge,10
375,Action,Lethbridge,10
590,New,Woodridge,10
23,Animation,Woodridge,10
121,Animation,Woodridge,10
193,Animation,Woodridge,10
349,Animation,Woodridge,10
402,Animation,Woodridge,10
806,New,Woodridge,10
989,Travel,Woodridge,10
859,Animation,Woodridge,10
89,Animation,Lethbridge,10
420,Sports,Woodridge,10
402,Animation,Lethbridge,10
665,Horror,Lethbridge,10
464,Animation,Lethbridge,10
693,Animation,Lethbridge,10
892,Animation,Lethbridge,10
59,Children,Woodridge,10
149,Children,Woodridge,10
157,Children,Woodridge,10
280,Children,Woodridge,10
57,Travel,Woodridge,10
409,Children,Woodridge,10
553,Children,Woodridge,10
755,Children,Woodridge,10
436,New,Woodridge,10
48,Children,Lethbridge,10
66,Children,Lethbridge,10
191,Children,Lethbridge,10
409,Children,Lethbridge,10
450,Children,Lethbridge,10
608,Children,Lethbridge,10
37,Classics,Woodridge,10
537,Classics,Woodridge,10
731,Classics,Woodridge,10
744,Classics,Woodridge,10
91,Classics,Lethbridge,10
482,Classics,Lethbridge,10
902,Sports,Woodridge,10
725,Classics,Lethbridge,10
750,New,Lethbridge,10
99,Comedy,Woodridge,10
317,Comedy,Woodridge,10
410,Comedy,Woodridge,10
444,Comedy,Woodridge,10
478,Comedy,Woodridge,10
502,Comedy,Woodridge,10
522,Comedy,Woodridge,10
672,Comedy,Woodridge,10
837,Comedy,Woodridge,10
691,Sports,Lethbridge,10
681,Sports,Lethbridge,10
99,Comedy,Lethbridge,10
312,Sci-Fi,Woodridge,10
242,Comedy,Lethbridge,10
247,Comedy,Lethbridge,10
276,Comedy,Lethbridge,10
169,Travel,Woodridge,10
422,Sci-Fi,Woodridge,10
443,Comedy,Lethbridge,10
613,Comedy,Lethbridge,10
294,Travel,Woodridge,10
932,Comedy,Lethbridge,10
26,Sci-Fi,Lethbridge,10
708,Documentary,Woodridge,10
834,Documentary,Woodridge,10
960,Documentary,Woodridge,10
393,Documentary,Lethbridge,10
275,Horror,Lethbridge,10
571,Documentary,Lethbridge,10
650,Documentary,Lethbridge,10
687,Documentary,Lethbridge,10
181,Travel,Lethbridge,10
937,New,Woodridge,10
812,Documentary,Lethbridge,10
952,Documentary,Lethbridge,10
543,Travel,Lethbridge,10
172,Drama,Woodridge,10
811,Travel,Lethbridge,10
218,Drama,Woodridge,10
439,Drama,Woodridge,10
630,Drama,Woodridge,10
643,Drama,Woodridge,10
90,New,Lethbridge,10
981,Travel,Lethbridge,10
868,Travel,Lethbridge,10
79,Drama,Lethbridge,10
477,Music,Woodridge,10
186,Drama,Lethbridge,10
282,Drama,Lethbridge,10
368,Drama,Lethbridge,10
439,Drama,Lethbridge,10
539,Drama,Lethbridge,10
740,Horror,Woodridge,10
488,Sports,Woodridge,10
479,Family,Woodridge,10
610,Family,Woodridge,10
606,Sports,Woodridge,10
628,Sports,Woodridge,10
780,Family,Woodridge,10
810,Family,Woodridge,10
975,Family,Woodridge,10
590,New,Lethbridge,10
82,Family,Lethbridge,10
20,Music,Lethbridge,10
528,Family,Lethbridge,10
628,Sports,Lethbridge,10
6,Foreign,Woodridge,10
279,Sports,Lethbridge,10
246,Foreign,Woodridge,10
376,Foreign,Woodridge,10
414,Foreign,Woodridge,10
467,Foreign,Woodridge,10
726,Foreign,Woodridge,10
135,Sports,Lethbridge,10
15,Foreign,Lethbridge,10
414,Foreign,Lethbridge,10
467,Foreign,Lethbridge,10
636,Music,Lethbridge,10
846,New,Lethbridge,10
189,Games,Woodridge,10
408,Games,Woodridge,10
508,Games,Woodridge,10
646,Games,Woodridge,10
654,Games,Woodridge,10
747,Games,Woodridge,10
949,Games,Woodridge,10
141,Games,Lethbridge,10
339,Travel,Woodridge,10
560,Games,Lethbridge,10
875,Sports,Lethbridge,10
912,Sci-Fi,Woodridge,10
4,Horror,Woodridge,10
737,Horror,Woodridge,10
451,Travel,Woodridge,10
716,Horror,Woodridge,10
777,Sports,Lethbridge,9
126,Action,Woodridge,9
229,Action,Woodridge,9
253,Action,Woodridge,9
329,Action,Woodridge,9
915,Action,Woodridge,9
964,Action,Woodridge,9
436,New,Lethbridge,9
594,Action,Lethbridge,9
120,Sports,Lethbridge,9
18,Animation,Woodridge,9
70,Animation,Woodridge,9
355,Animation,Woodridge,9
154,Animation,Lethbridge,9
208,Animation,Lethbridge,9
492,New,Lethbridge,9
300,Animation,Lethbridge,9
314,Animation,Lethbridge,9
677,New,Lethbridge,9
916,Animation,Lethbridge,9
48,Children,Woodridge,9
214,Children,Woodridge,9
304,Children,Woodridge,9
749,Horror,Lethbridge,9
515,Children,Woodridge,9
768,Children,Woodridge,9
637,Sci-Fi,Lethbridge,9
166,Classics,Woodridge,9
516,Music,Woodridge,9
357,Classics,Woodridge,9
425,Classics,Woodridge,9
432,Classics,Woodridge,9
256,Sports,Woodridge,9
725,Classics,Woodridge,9
481,New,Lethbridge,9
249,Classics,Lethbridge,9
432,Classics,Lethbridge,9
484,Classics,Lethbridge,9
815,Classics,Lethbridge,9
862,Classics,Lethbridge,9
7,Comedy,Woodridge,9
308,Comedy,Woodridge,9
462,Music,Lethbridge,9
871,Comedy,Woodridge,9
721,Music,Lethbridge,9
338,Sci-Fi,Woodridge,9
188,Comedy,Lethbridge,9
851,Sports,Lethbridge,9
940,Sports,Lethbridge,9
814,Comedy,Lethbridge,9
871,Comedy,Lethbridge,9
978,Comedy,Lethbridge,9
101,Documentary,Woodridge,9
69,Sci-Fi,Lethbridge,9
544,Documentary,Woodridge,9
942,Drama,Woodridge,9
230,Drama,Lethbridge,9
998,Horror,Woodridge,9
771,Drama,Lethbridge,9
827,Drama,Lethbridge,9
383,Sports,Woodridge,9
377,Family,Woodridge,9
391,Family,Woodridge,9
603,Family,Woodridge,9
824,Family,Woodridge,9
777,Sports,Woodridge,9
632,New,Lethbridge,9
51,Music,Lethbridge,9
183,Family,Lethbridge,9
231,Family,Lethbridge,9
476,Family,Lethbridge,9
479,Family,Lethbridge,9
76,Music,Lethbridge,9
499,Family,Lethbridge,9
600,Horror,Lethbridge,9
550,Family,Lethbridge,9
