customer_id,rental_date,city
5,"2005-07-12 12:16:28",Nantou
5,"2005-07-27 12:37:28",Nantou
5,"2005-07-28 01:50:29",Nantou
5,"2005-07-28 08:43:39",Nantou
5,"2005-07-29 01:11:23",Nantou
5,"2005-07-30 04:14:28",Nantou
5,"2005-07-30 23:52:30",Nantou
5,"2005-07-31 14:00:53",Nantou
5,"2005-08-01 14:48:45",Nantou
5,"2005-08-01 15:27:10",Nantou
5,"2005-08-02 04:56:45",Nantou
5,"2005-08-02 10:50:06",Nantou
5,"2005-08-17 16:28:53",Nantou
5,"2005-08-18 00:10:04",Nantou
5,"2005-08-19 00:24:08",Nantou
5,"2005-08-19 09:45:41",Nantou
5,"2005-08-20 15:16:18",Nantou
5,"2005-08-20 22:13:59",Nantou
5,"2005-08-21 11:31:11",Nantou
5,"2005-08-21 14:02:50",Nantou
5,"2005-08-22 17:37:02",Nantou
5,"2006-02-14 15:16:03",Nantou
6,"2005-05-25 08:43:32",Laredo
6,"2005-05-28 11:09:14",Laredo
6,"2005-05-30 11:25:01",Laredo
6,"2005-06-16 03:41:38",Laredo
6,"2005-06-16 23:44:13",Laredo
6,"2005-06-17 09:19:45",Laredo
6,"2005-06-18 12:03:23",Laredo
6,"2005-07-06 23:14:21",Laredo
6,"2005-07-07 14:53:24",Laredo
6,"2005-07-10 03:03:35",Laredo
6,"2005-07-11 12:39:01",Laredo
6,"2005-07-11 15:01:54",Laredo
6,"2005-07-12 12:18:38",Laredo
6,"2005-07-27 05:03:44",Laredo
6,"2005-07-27 06:38:25",Laredo
6,"2005-07-28 18:47:23",Laredo
6,"2005-08-01 03:13:39",Laredo
6,"2005-08-02 05:36:38",Laredo
6,"2005-08-02 18:55:15",Laredo
6,"2005-08-17 02:29:41",Laredo
6,"2005-08-17 08:12:20",Laredo
6,"2005-08-17 13:39:32",Laredo
6,"2005-08-18 04:05:29",Laredo
6,"2005-08-20 00:18:25",Laredo
6,"2005-08-21 08:22:56",Laredo
6,"2005-08-21 09:49:28",Laredo
6,"2005-08-23 02:51:24",Laredo
6,"2005-08-23 06:41:32",Laredo
7,"2005-05-25 06:04:08",Kragujevac
7,"2005-05-25 19:30:46",Kragujevac
7,"2005-05-29 09:27:00",Kragujevac
7,"2005-05-30 21:07:15",Kragujevac
7,"2005-05-31 08:44:29",Kragujevac
7,"2005-06-16 21:06:00",Kragujevac
7,"2005-06-18 05:03:36",Kragujevac
7,"2005-06-19 14:00:26",Kragujevac
7,"2005-06-20 01:50:56",Kragujevac
7,"2005-06-20 10:11:53",Kragujevac
7,"2005-07-06 07:09:17",Kragujevac
7,"2005-07-07 13:22:20",Kragujevac
7,"2005-07-08 16:16:04",Kragujevac
7,"2005-07-08 18:47:38",Kragujevac
7,"2005-07-09 21:52:05",Kragujevac
7,"2005-07-10 21:35:12",Kragujevac
7,"2005-07-11 10:36:28",Kragujevac
7,"2005-07-11 17:30:58",Kragujevac
7,"2005-07-12 15:17:42",Kragujevac
7,"2005-07-29 07:02:55",Kragujevac
7,"2005-07-31 04:30:03",Kragujevac
7,"2005-08-01 04:57:04",Kragujevac
7,"2005-08-01 08:19:53",Kragujevac
7,"2005-08-01 11:39:26",Kragujevac
7,"2005-08-01 15:52:00",Kragujevac
7,"2005-08-02 04:40:54",Kragujevac
7,"2005-08-17 00:51:32",Kragujevac
7,"2005-08-18 07:57:14",Kragujevac
7,"2005-08-18 21:55:01",Kragujevac
7,"2005-08-19 21:23:31",Kragujevac
7,"2005-08-20 01:06:04",Kragujevac
7,"2005-08-20 05:53:31",Kragujevac
7,"2005-08-21 04:49:48",Kragujevac
8,"2005-05-30 03:43:54",Hamilton
8,"2005-06-15 09:59:16",Hamilton
8,"2005-06-17 18:21:35",Hamilton
8,"2005-06-20 17:57:47",Hamilton
8,"2005-07-05 23:01:21",Hamilton
8,"2005-07-07 00:09:02",Hamilton
8,"2005-07-07 10:02:03",Hamilton
8,"2005-07-07 21:47:29",Hamilton
8,"2005-07-08 02:17:12",Hamilton
8,"2005-07-09 15:40:46",Hamilton
8,"2005-07-09 17:13:23",Hamilton
8,"2005-07-11 21:39:46",Hamilton
8,"2005-07-12 10:43:53",Hamilton
8,"2005-07-29 21:42:49",Hamilton
8,"2005-07-31 04:54:43",Hamilton
8,"2005-07-31 22:08:29",Hamilton
8,"2005-08-01 13:05:35",Hamilton
8,"2005-08-02 13:04:12",Hamilton
8,"2005-08-02 14:42:45",Hamilton
8,"2005-08-18 17:16:01",Hamilton
8,"2005-08-21 01:07:11",Hamilton
8,"2005-08-22 22:09:09",Hamilton
8,"2005-08-23 13:05:10",Hamilton
8,"2005-08-23 14:31:19",Hamilton
9,"2005-05-27 05:01:28",Masqat
9,"2005-05-30 05:48:59",Masqat
9,"2005-05-31 10:13:34",Masqat
9,"2005-06-20 19:59:28",Masqat
9,"2005-06-21 04:08:43",Masqat
9,"2005-07-07 23:37:00",Masqat
9,"2005-07-08 13:59:38",Masqat
9,"2005-07-08 16:35:44",Masqat
9,"2005-07-10 07:45:40",Masqat
9,"2005-07-11 02:08:29",Masqat
9,"2005-07-11 10:17:29",Masqat
9,"2005-07-28 00:15:26",Masqat
9,"2005-07-28 07:51:56",Masqat
9,"2005-07-30 06:34:07",Masqat
9,"2005-08-01 09:11:25",Masqat
9,"2005-08-01 09:14:00",Masqat
9,"2005-08-02 19:00:52",Masqat
9,"2005-08-17 01:11:53",Masqat
9,"2005-08-18 03:08:10",Masqat
9,"2005-08-18 05:58:40",Masqat
9,"2005-08-18 18:48:58",Masqat
9,"2005-08-21 13:53:59",Masqat
9,"2006-02-14 15:16:03",Masqat
10,"2005-05-31 19:36:30",Esfahan
10,"2005-06-16 20:21:53",Esfahan
10,"2005-06-17 11:11:14",Esfahan
10,"2005-06-18 03:26:23",Esfahan
10,"2005-06-19 20:01:59",Esfahan
10,"2005-06-20 00:00:55",Esfahan
10,"2005-07-06 14:13:45",Esfahan
10,"2005-07-07 03:06:40",Esfahan
10,"2005-07-07 14:14:13",Esfahan
10,"2005-07-09 03:12:52",Esfahan
10,"2005-07-09 04:53:18",Esfahan
10,"2005-07-09 21:58:57",Esfahan
10,"2005-07-10 20:41:09",Esfahan
10,"2005-07-28 05:21:42",Esfahan
10,"2005-07-28 15:10:55",Esfahan
10,"2005-07-28 22:34:12",Esfahan
10,"2005-07-31 15:27:07",Esfahan
10,"2005-08-01 17:09:59",Esfahan
10,"2005-08-02 14:55:00",Esfahan
10,"2005-08-02 19:13:39",Esfahan
10,"2005-08-17 20:11:35",Esfahan
10,"2005-08-18 09:19:12",Esfahan
10,"2005-08-19 19:23:30",Esfahan
10,"2005-08-20 16:43:28",Esfahan
10,"2005-08-22 21:59:29",Esfahan
11,"2005-05-30 22:59:12",Sagamihara
11,"2005-06-15 20:53:07",Sagamihara
11,"2005-06-17 07:26:45",Sagamihara
11,"2005-06-20 23:49:12",Sagamihara
11,"2005-07-08 07:19:11",Sagamihara
11,"2005-07-08 22:43:05",Sagamihara
11,"2005-07-10 16:44:58",Sagamihara
11,"2005-07-11 09:09:59",Sagamihara
11,"2005-07-27 13:13:32",Sagamihara
11,"2005-07-28 15:32:07",Sagamihara
11,"2005-07-28 18:43:11",Sagamihara
11,"2005-07-29 07:38:14",Sagamihara
11,"2005-07-29 17:33:45",Sagamihara
11,"2005-07-30 03:17:13",Sagamihara
11,"2005-07-30 16:08:21",Sagamihara
11,"2005-08-01 22:41:16",Sagamihara
11,"2005-08-02 10:14:58",Sagamihara
11,"2005-08-16 23:06:30",Sagamihara
11,"2005-08-17 19:32:44",Sagamihara
11,"2005-08-20 05:07:27",Sagamihara
11,"2005-08-20 12:17:27",Sagamihara
11,"2005-08-22 12:42:47",Sagamihara
11,"2005-08-22 17:46:41",Sagamihara
11,"2006-02-14 15:16:03",Sagamihara
12,"2005-05-30 23:08:03","Yamuna Nagar"
12,"2005-05-31 11:10:17","Yamuna Nagar"
12,"2005-06-16 17:02:55","Yamuna Nagar"
12,"2005-06-18 18:11:51","Yamuna Nagar"
12,"2005-06-18 23:07:12","Yamuna Nagar"
12,"2005-06-19 08:11:51","Yamuna Nagar"
12,"2005-06-20 19:33:52","Yamuna Nagar"
12,"2005-06-21 16:31:27","Yamuna Nagar"
12,"2005-07-06 17:57:54","Yamuna Nagar"
12,"2005-07-09 05:00:39","Yamuna Nagar"
12,"2005-07-09 05:06:24","Yamuna Nagar"
12,"2005-07-09 07:02:19","Yamuna Nagar"
12,"2005-07-09 13:20:25","Yamuna Nagar"
12,"2005-07-12 15:55:39","Yamuna Nagar"
12,"2005-07-27 01:44:03","Yamuna Nagar"
12,"2005-07-27 11:50:47","Yamuna Nagar"
12,"2005-07-30 04:34:51","Yamuna Nagar"
12,"2005-07-30 11:26:28","Yamuna Nagar"
12,"2005-07-30 13:49:43","Yamuna Nagar"
12,"2005-07-31 04:42:46","Yamuna Nagar"
12,"2005-07-31 07:45:33","Yamuna Nagar"
12,"2005-08-01 06:50:26","Yamuna Nagar"
12,"2005-08-16 22:52:30","Yamuna Nagar"
12,"2005-08-18 16:58:48","Yamuna Nagar"
12,"2005-08-20 02:37:07","Yamuna Nagar"
12,"2005-08-20 15:58:28","Yamuna Nagar"
12,"2005-08-21 05:19:39","Yamuna Nagar"
12,"2005-08-23 20:28:44","Yamuna Nagar"
13,"2005-06-17 06:54:42",Osmaniye
13,"2005-06-18 02:24:01",Osmaniye
13,"2005-06-20 06:26:57",Osmaniye
13,"2005-06-20 12:45:33",Osmaniye
13,"2005-07-06 21:39:24",Osmaniye
13,"2005-07-11 07:43:08",Osmaniye
13,"2005-07-12 05:45:47",Osmaniye
13,"2005-07-12 20:13:45",Osmaniye
13,"2005-07-12 21:30:41",Osmaniye
13,"2005-07-28 11:49:53",Osmaniye
13,"2005-07-29 01:38:53",Osmaniye
13,"2005-07-29 22:37:41",Osmaniye
13,"2005-07-30 14:38:22",Osmaniye
13,"2005-07-30 21:29:41",Osmaniye
13,"2005-07-31 06:12:08",Osmaniye
13,"2005-07-31 08:58:40",Osmaniye
13,"2005-07-31 17:48:51",Osmaniye
13,"2005-08-02 14:58:41",Osmaniye
13,"2005-08-02 16:05:17",Osmaniye
13,"2005-08-17 09:44:59",Osmaniye
13,"2005-08-19 04:31:36",Osmaniye
13,"2005-08-19 10:49:03",Osmaniye
13,"2005-08-19 15:25:48",Osmaniye
13,"2005-08-20 00:33:19",Osmaniye
13,"2005-08-21 05:44:07",Osmaniye
13,"2005-08-21 15:44:23",Osmaniye
13,"2005-08-22 20:51:24",Osmaniye
14,"2005-05-26 00:37:28","Citrus Heights"
14,"2005-05-27 04:34:41","Citrus Heights"
14,"2005-05-28 04:25:33","Citrus Heights"
14,"2005-05-28 22:04:30","Citrus Heights"
14,"2005-05-29 20:24:28","Citrus Heights"
14,"2005-06-15 13:32:15","Citrus Heights"
14,"2005-07-06 10:21:49","Citrus Heights"
14,"2005-07-08 23:00:07","Citrus Heights"
14,"2005-07-09 06:37:07","Citrus Heights"
14,"2005-07-09 16:10:25","Citrus Heights"
14,"2005-07-09 19:14:32","Citrus Heights"
14,"2005-07-10 03:29:48","Citrus Heights"
14,"2005-07-28 16:23:01","Citrus Heights"
14,"2005-07-28 16:45:11","Citrus Heights"
14,"2005-07-29 11:11:33","Citrus Heights"
14,"2005-07-29 22:46:08","Citrus Heights"
14,"2005-07-30 21:36:15","Citrus Heights"
14,"2005-07-31 03:21:16","Citrus Heights"
14,"2005-08-01 05:23:00","Citrus Heights"
14,"2005-08-01 11:55:33","Citrus Heights"
14,"2005-08-02 22:18:24","Citrus Heights"
14,"2005-08-17 00:27:23","Citrus Heights"
14,"2005-08-18 19:16:47","Citrus Heights"
14,"2005-08-20 11:20:12","Citrus Heights"
14,"2005-08-22 08:43:50","Citrus Heights"
14,"2005-08-22 22:08:11","Citrus Heights"
14,"2005-08-23 22:25:26","Citrus Heights"
14,"2006-02-14 15:16:03","Citrus Heights"
15,"2005-06-18 21:26:56",Bhopal
15,"2005-06-20 05:15:37",Bhopal
15,"2005-06-20 22:52:18",Bhopal
15,"2005-07-06 02:29:21",Bhopal
15,"2005-07-07 07:26:19",Bhopal
15,"2005-07-10 11:02:03",Bhopal
15,"2005-07-11 00:14:19",Bhopal
15,"2005-07-27 05:15:37",Bhopal
15,"2005-07-28 22:50:50",Bhopal
15,"2005-07-29 13:36:01",Bhopal
15,"2005-07-30 02:13:31",Bhopal
15,"2005-07-31 17:22:35",Bhopal
15,"2005-08-02 08:44:18",Bhopal
15,"2005-08-02 09:29:11",Bhopal
15,"2005-08-02 15:48:08",Bhopal
15,"2005-08-02 17:09:24",Bhopal
15,"2005-08-17 16:20:37",Bhopal
15,"2005-08-18 04:39:10",Bhopal
15,"2005-08-18 14:46:26",Bhopal
15,"2005-08-18 18:00:23",Bhopal
15,"2005-08-19 20:18:36",Bhopal
15,"2005-08-19 22:03:46",Bhopal
15,"2005-08-20 02:00:33",Bhopal
15,"2005-08-20 03:41:41",Bhopal
15,"2005-08-20 08:34:41",Bhopal
15,"2005-08-21 16:31:22",Bhopal
15,"2005-08-21 23:53:35",Bhopal
15,"2005-08-22 03:23:41",Bhopal
15,"2005-08-22 15:36:04",Bhopal
15,"2005-08-23 17:12:31",Bhopal
15,"2006-02-14 15:16:03",Bhopal
16,"2005-05-27 03:07:10",Southend-on-Sea
16,"2005-05-28 13:33:23",Southend-on-Sea
16,"2005-05-30 07:10:00",Southend-on-Sea
16,"2005-05-31 02:53:36",Southend-on-Sea
16,"2005-06-17 07:04:57",Southend-on-Sea
16,"2005-06-17 07:50:53",Southend-on-Sea
16,"2005-06-20 07:10:09",Southend-on-Sea
16,"2005-06-21 11:16:42",Southend-on-Sea
16,"2005-07-06 02:23:39",Southend-on-Sea
16,"2005-07-07 12:11:22",Southend-on-Sea
16,"2005-07-07 14:24:44",Southend-on-Sea
16,"2005-07-08 02:45:19",Southend-on-Sea
16,"2005-07-11 06:40:31",Southend-on-Sea
16,"2005-07-27 19:39:38",Southend-on-Sea
16,"2005-07-27 22:03:41",Southend-on-Sea
16,"2005-07-29 07:45:00",Southend-on-Sea
16,"2005-07-30 11:12:03",Southend-on-Sea
16,"2005-07-31 03:54:05",Southend-on-Sea
16,"2005-08-01 17:53:02",Southend-on-Sea
16,"2005-08-01 19:15:08",Southend-on-Sea
16,"2005-08-02 15:50:44",Southend-on-Sea
16,"2005-08-17 22:53:00",Southend-on-Sea
16,"2005-08-18 07:41:43",Southend-on-Sea
16,"2005-08-18 15:39:46",Southend-on-Sea
16,"2005-08-19 13:08:23",Southend-on-Sea
16,"2005-08-19 22:01:42",Southend-on-Sea
16,"2005-08-20 01:10:27",Southend-on-Sea
16,"2005-08-21 14:45:34",Southend-on-Sea
17,"2005-05-26 19:44:54",Elista
17,"2005-05-28 11:19:53",Elista
17,"2005-05-30 06:41:32",Elista
17,"2005-06-18 00:17:58",Elista
17,"2005-06-19 12:29:08",Elista
17,"2005-06-21 05:06:30",Elista
17,"2005-07-10 10:46:57",Elista
17,"2005-07-10 19:25:21",Elista
17,"2005-07-12 20:52:41",Elista
17,"2005-07-28 17:45:58",Elista
17,"2005-07-28 23:37:33",Elista
17,"2005-07-30 08:30:56",Elista
17,"2005-07-30 10:11:52",Elista
17,"2005-07-30 19:23:44",Elista
17,"2005-07-30 23:43:32",Elista
17,"2005-08-17 18:26:22",Elista
17,"2005-08-20 10:24:41",Elista
17,"2005-08-20 21:43:44",Elista
17,"2005-08-21 08:15:41",Elista
17,"2005-08-21 08:42:26",Elista
17,"2005-08-23 12:41:38",Elista
18,"2005-05-25 06:44:53",Kaduna
18,"2005-05-25 19:27:51",Kaduna
18,"2005-05-29 01:32:10",Kaduna
18,"2005-06-15 19:30:18",Kaduna
18,"2005-06-16 19:23:23",Kaduna
18,"2005-06-17 19:52:42",Kaduna
18,"2005-06-20 09:02:51",Kaduna
18,"2005-07-08 10:15:38",Kaduna
18,"2005-07-08 12:46:30",Kaduna
18,"2005-07-08 21:44:39",Kaduna
18,"2005-07-11 08:15:08",Kaduna
18,"2005-07-12 19:20:45",Kaduna
18,"2005-07-28 19:27:37",Kaduna
18,"2005-07-29 11:18:01",Kaduna
18,"2005-07-30 06:18:38",Kaduna
18,"2005-07-30 09:13:21",Kaduna
18,"2005-08-01 17:32:53",Kaduna
18,"2005-08-01 19:05:18",Kaduna
18,"2005-08-02 08:03:02",Kaduna
18,"2005-08-02 20:22:45",Kaduna
18,"2005-08-18 06:51:39",Kaduna
18,"2005-08-20 01:29:29",Kaduna
19,"2005-05-25 01:10:47",Kimberley
19,"2005-05-25 18:43:49",Kimberley
19,"2005-05-26 04:26:06",Kimberley
19,"2005-05-27 03:22:30",Kimberley
19,"2005-05-28 13:11:04",Kimberley
19,"2005-05-29 01:59:10",Kimberley
19,"2005-06-19 10:42:59",Kimberley
19,"2005-06-19 22:55:37",Kimberley
19,"2005-06-21 17:38:02",Kimberley
19,"2005-07-06 02:24:55",Kimberley
19,"2005-07-12 02:57:02",Kimberley
19,"2005-07-30 11:06:23",Kimberley
19,"2005-07-30 14:29:29",Kimberley
19,"2005-07-31 20:01:06",Kimberley
19,"2005-07-31 23:40:35",Kimberley
19,"2005-08-16 23:27:36",Kimberley
19,"2005-08-17 14:10:22",Kimberley
19,"2005-08-18 02:31:18",Kimberley
19,"2005-08-18 07:40:52",Kimberley
19,"2005-08-20 09:53:44",Kimberley
19,"2005-08-20 12:46:32",Kimberley
19,"2005-08-21 00:33:03",Kimberley
19,"2005-08-22 09:57:16",Kimberley
19,"2005-08-23 03:46:47",Kimberley
20,"2005-05-26 07:27:36",Mardan
20,"2005-05-28 00:54:39",Mardan
20,"2005-05-28 07:16:25",Mardan
20,"2005-06-16 02:33:53",Mardan
20,"2005-06-17 21:16:41",Mardan
20,"2005-06-18 11:46:26",Mardan
20,"2005-06-21 11:21:38",Mardan
20,"2005-07-07 00:48:25",Mardan
20,"2005-07-07 21:39:45",Mardan
20,"2005-07-10 11:03:20",Mardan
20,"2005-07-11 15:10:18",Mardan
20,"2005-07-11 15:53:00",Mardan
20,"2005-07-27 09:31:44",Mardan
20,"2005-07-28 10:06:10",Mardan
20,"2005-07-28 19:45:19",Mardan
20,"2005-07-30 07:55:14",Mardan
20,"2005-07-30 22:53:52",Mardan
20,"2005-08-01 03:33:19",Mardan
20,"2005-08-01 14:59:50",Mardan
20,"2005-08-02 03:30:24",Mardan
20,"2005-08-17 12:27:55",Mardan
20,"2005-08-18 01:28:15",Mardan
20,"2005-08-19 08:48:37",Mardan
20,"2005-08-19 12:26:32",Mardan
20,"2005-08-19 19:25:42",Mardan
20,"2005-08-21 18:03:20",Mardan
20,"2005-08-22 10:19:58",Mardan
20,"2005-08-22 14:37:22",Mardan
20,"2005-08-22 17:53:06",Mardan
20,"2005-08-23 01:10:42",Mardan
21,"2005-05-26 15:42:20",Tangail
21,"2005-05-27 20:11:47",Tangail
21,"2005-05-28 10:15:04",Tangail
21,"2005-06-18 04:08:50",Tangail
21,"2005-06-18 06:13:41",Tangail
21,"2005-06-18 15:37:55",Tangail
21,"2005-06-19 21:14:33",Tangail
21,"2005-06-21 01:04:35",Tangail
21,"2005-07-09 06:42:32",Tangail
21,"2005-07-10 13:27:40",Tangail
21,"2005-07-10 23:43:23",Tangail
21,"2005-07-26 23:28:13",Tangail
21,"2005-07-28 14:56:54",Tangail
21,"2005-07-28 22:56:11",Tangail
21,"2005-07-29 23:49:23",Tangail
21,"2005-07-30 10:45:12",Tangail
21,"2005-07-31 07:29:25",Tangail
21,"2005-08-01 13:23:06",Tangail
21,"2005-08-01 19:28:47",Tangail
21,"2005-08-02 07:10:57",Tangail
21,"2005-08-17 17:53:09",Tangail
21,"2005-08-17 23:34:16",Tangail
21,"2005-08-18 19:07:23",Tangail
21,"2005-08-18 23:34:22",Tangail
21,"2005-08-19 21:37:57",Tangail
21,"2005-08-19 22:09:28",Tangail
21,"2005-08-19 22:43:38",Tangail
21,"2005-08-20 00:50:54",Tangail
21,"2005-08-20 09:26:14",Tangail
21,"2005-08-20 10:48:43",Tangail
21,"2005-08-20 23:24:07",Tangail
21,"2005-08-21 02:51:59",Tangail
21,"2005-08-21 12:10:41",Tangail
21,"2005-08-22 03:20:26",Tangail
21,"2006-02-14 15:16:03",Tangail
22,"2005-05-27 07:49:43",Sal
22,"2005-05-28 08:31:36",Sal
22,"2005-05-29 21:07:22",Sal
22,"2005-06-21 17:18:01",Sal
22,"2005-07-07 12:00:52",Sal
22,"2005-07-09 15:23:42",Sal
22,"2005-07-10 15:48:19",Sal
22,"2005-07-27 04:42:08",Sal
22,"2005-07-28 04:02:58",Sal
22,"2005-07-30 20:38:05",Sal
22,"2005-07-31 03:01:11",Sal
22,"2005-08-17 19:54:54",Sal
22,"2005-08-17 23:22:46",Sal
22,"2005-08-19 00:42:24",Sal
22,"2005-08-19 09:43:25",Sal
22,"2005-08-20 22:18:53",Sal
22,"2005-08-21 16:24:43",Sal
22,"2005-08-22 13:18:25",Sal
22,"2005-08-23 06:03:31",Sal
22,"2005-08-23 08:48:43",Sal
22,"2005-08-23 14:06:19",Sal
22,"2006-02-14 15:16:03",Sal
23,"2005-05-25 21:20:03",Liepaja
23,"2005-05-28 20:15:30",Liepaja
23,"2005-05-31 12:03:44",Liepaja
23,"2005-06-19 16:44:35",Liepaja
23,"2005-06-19 20:50:01",Liepaja
23,"2005-06-20 10:48:56",Liepaja
23,"2005-06-20 13:19:58",Liepaja
23,"2005-06-21 21:49:18",Liepaja
23,"2005-07-06 11:43:44",Liepaja
23,"2005-07-06 13:53:41",Liepaja
23,"2005-07-08 18:43:18",Liepaja
23,"2005-07-11 12:43:07",Liepaja
23,"2005-07-11 14:20:18",Liepaja
23,"2005-07-12 22:30:15",Liepaja
23,"2005-07-27 07:18:46",Liepaja
23,"2005-07-28 15:33:03",Liepaja
23,"2005-07-29 17:41:14",Liepaja
23,"2005-07-30 12:55:36",Liepaja
23,"2005-07-30 14:26:46",Liepaja
23,"2005-07-31 08:25:03",Liepaja
23,"2005-07-31 21:50:24",Liepaja
23,"2005-08-02 01:29:57",Liepaja
23,"2005-08-16 23:04:53",Liepaja
23,"2005-08-19 18:31:50",Liepaja
23,"2005-08-19 20:00:25",Liepaja
23,"2005-08-19 23:25:37",Liepaja
23,"2005-08-20 02:21:40",Liepaja
